crosswalk_id,source_year,geography,source_table,source_section,source_parent_label,source_label,source_universe,source_unit,source_concept,standard_variable,comparability_group,comparability_status,cross_decade_relationship,recommended_series_record,counterpart_year,counterpart_section,counterpart_source_label,rationale,crosswalk_review_status,source_file,notes
BC-1980-054,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,,Netherlands,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_netherlands,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,,,,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-055,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,,North Africa,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_north_africa,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,,,,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-056,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,,North and Central America,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_north_and_central_america,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,,,,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-057,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,Europe > United Kingdom,Northern Ireland,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_northern_ireland,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,,,,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,Subcategory of United Kingdom
BC-1980-058,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,,Other Africa,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_other_africa,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,,,,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-059,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,,Philippines,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_philippines,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,,,,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-060,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,,Poland,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_poland,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,1970,,Poland,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-061,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,,Portugal,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_portugal,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,,,,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-062,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,Europe > United Kingdom,Scotland,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_scotland,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,,,,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,Subcategory of United Kingdom
BC-1980-063,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,,South America,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_south_america,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,,,,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-064,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,,Sweden,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_sweden,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,1970,,Sweden,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-065,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,,U.S.S.R.,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_ussr,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,1970,,U.S.S.R.,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-066,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,,United Kingdom,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_united_kingdom,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,1970,,United Kingdom,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-067,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,,Vietnam,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_vietnam,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,,,,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-068,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,Europe > United Kingdom,Wales,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_wales,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,,,,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,Subcategory of United Kingdom. Corrected from 70 to 76 after direct visual verification against the printed 1980 Census Table 172.
BC-1980-069,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,,West Indies,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_west_indies,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,,,,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-070,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Country of birth,,Yugoslavia,Foreign born persons,persons,country or region of birth among foreign-born persons,foreign_born_country_of_birth_yugoslavia,country_of_birth,no,not_comparable_to_1970_foreign_stock,no,,,,1980 measures country or region of birth among foreign-born persons; the available 1970 origin rows measure foreign stock and are not the same series.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-071,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Language spoken at home and ability to speak English,,14 to 17 years,Speak English not well or not at all,persons,language spoken at home,english_not_well_or_not_at_all_age_14_to_17_years,english_ability,unknown,no_current_1970_counterpart,no,,,,No directly equivalent 1970 observation is established in the current data.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-072,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Language spoken at home and ability to speak English,,18 to 24 years,Speak English not well or not at all,persons,language spoken at home,english_not_well_or_not_at_all_age_18_to_24_years,english_ability,unknown,no_current_1970_counterpart,no,,,,No directly equivalent 1970 observation is established in the current data.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
BC-1980-073,1980,Bergen County,Table 172: Nativity and Language for Counties: 1980,Language spoken at home and ability to speak English,,25 years and over,Speak English not well or not at all,persons,language spoken at home,english_not_well_or_not_at_all_age_25_years_and_over,english_ability,unknown,no_current_1970_counterpart,no,,,,No directly equivalent 1970 observation is established in the current data.,provisional_definition_review_needed,1980a_njc-09table172.pdf,
